dir,entry,sl,tp,lot,open_ts,exit,reason,pnl,year,month,date
SHORT,1645.098,1656.97,1621.36,0.08,2022-10-14 13:00:00+00:00,1656.97,sl,-95.97600000000057,2022,10,2022-10-17
SHORT,1635.298,1642.63,1620.64,0.14,2022-10-31 12:00:00+00:00,1642.63,sl,-103.64800000000152,2022,11,2022-11-01
LONG,1801.488,1791.29,1821.88,0.1,2022-12-01 12:00:00+00:00,1791.29,sl,-102.98000000000094,2022,12,2022-12-02
LONG,1797.878,1789.29,1815.06,0.12,2022-12-09 08:00:00+00:00,1789.29,sl,-104.05599999999959,2022,12,2022-12-12
LONG,1815.457,1807.64,1831.09,0.13,2022-12-29 11:00:00+00:00,1831.09,tp,202.22899999999754,2023,1,2023-01-02
LONG,1899.585,1889.33,1920.1,0.1,2023-01-12 08:00:00+00:00,1889.33,sl,-103.55000000000109,2023,1,2023-01-12
LONG,2008.268,1997.15,2030.5,0.09,2023-04-18 11:00:00+00:00,1997.15,sl,-101.06199999999943,2023,4,2023-04-19
SHORT,1942.105,1951.53,1923.26,0.11,2023-06-07 12:00:00+00:00,1951.53,sl,-104.6749999999995,2023,6,2023-06-08
SHORT,1925.295,1931.67,1912.55,0.16,2023-08-08 08:00:00+00:00,1931.67,sl,-103.0,2023,8,2023-08-08
LONG,1997.555,1988.39,2015.88,0.11,2023-11-21 08:00:00+00:00,1988.39,sl,-101.81499999999961,2023,11,2023-11-22
LONG,2021.345,2012.74,2038.56,0.12,2023-11-28 08:00:00+00:00,2038.56,tp,205.57999999999902,2023,11,2023-11-28
LONG,2041.225,2033.44,2056.79,0.13,2023-12-21 08:00:00+00:00,2056.79,tp,201.3450000000007,2023,12,2023-12-22
LONG,2081.605,2073.44,2097.93,0.12,2023-12-27 11:00:00+00:00,2073.44,sl,-98.97999999999956,2023,12,2023-12-28
LONG,2220.285,2206.85,2247.15,0.07,2024-03-28 11:00:00+00:00,2247.15,tp,187.05500000000168,2024,4,2024-04-01
LONG,2349.705,2332.73,2383.66,0.06,2024-04-11 12:00:00+00:00,2383.66,tp,202.72999999999956,2024,4,2024-04-11
LONG,2377.488,2364.16,2404.14,0.08,2024-05-15 11:00:00+00:00,2404.14,tp,212.21600000000035,2024,5,2024-05-17
SHORT,2298.858,2313.56,2269.45,0.07,2024-06-13 11:00:00+00:00,2313.56,sl,-103.9139999999984,2024,6,2024-06-14
LONG,2353.595,2342.28,2376.22,0.09,2024-06-20 11:00:00+00:00,2342.28,sl,-102.83499999999638,2024,6,2024-06-21
LONG,2450.605,2436.15,2479.52,0.07,2024-08-01 08:00:00+00:00,2436.15,sl,-102.1849999999995,2024,8,2024-08-01
LONG,2467.475,2456.2,2490.02,0.09,2024-08-13 08:00:00+00:00,2456.2,sl,-102.47500000000082,2024,8,2024-08-13
LONG,2510.195,2497.71,2535.16,0.08,2024-08-23 12:00:00+00:00,2497.71,sl,-100.88000000000102,2024,8,2024-08-28
LONG,2525.128,2513.29,2548.79,0.08,2024-08-29 12:00:00+00:00,2513.29,sl,-95.70400000000154,2024,8,2024-08-29
LONG,2575.704,2564.01,2599.09,0.09,2024-09-13 08:00:00+00:00,2564.01,sl,-106.24599999999964,2024,9,2024-09-17
LONG,2677.125,2662.81,2705.76,0.07,2024-09-26 08:00:00+00:00,2662.81,sl,-101.20500000000038,2024,9,2024-09-26
LONG,2659.925,2647.67,2684.43,0.08,2024-10-03 12:00:00+00:00,2647.67,sl,-99.04000000000087,2024,10,2024-10-04
SHORT,2635.065,2647.95,2609.3,0.08,2024-12-05 11:00:00+00:00,2647.95,sl,-104.07999999999811,2024,12,2024-12-09
SHORT,2618.655,2628.18,2599.61,0.11,2024-12-27 08:00:00+00:00,2599.61,tp,208.4950000000008,2024,12,2024-12-30
LONG,2660.035,2648.79,2682.52,0.09,2025-01-08 08:00:00+00:00,2682.52,tp,201.36500000000115,2025,1,2025-01-10
LONG,2715.195,2703.3,2738.99,0.08,2025-01-16 08:00:00+00:00,2703.3,sl,-96.15999999999985,2025,1,2025-01-17
LONG,2954.305,2938.19,2986.54,0.06,2025-02-24 08:00:00+00:00,2938.19,sl,-97.68999999999869,2025,2,2025-02-24
LONG,2923.595,2905.96,2958.86,0.06,2025-03-05 11:00:00+00:00,2905.96,sl,-106.80999999999858,2025,3,2025-03-06
LONG,3033.085,3019.04,3061.18,0.07,2025-03-18 08:00:00+00:00,3019.04,sl,-99.31500000000052,2025,3,2025-03-21
LONG,3414.355,3386.63,3469.81,0.04,2025-04-21 12:00:00+00:00,3469.81,tp,220.81999999999974,2025,4,2025-04-21
LONG,3324.695,3290.03,3394.02,0.03,2025-04-28 11:00:00+00:00,3290.03,sl,-104.99499999999988,2025,4,2025-04-30
LONG,3374.085,3350.5,3421.25,0.04,2025-06-02 11:00:00+00:00,3350.5,sl,-95.34000000000015,2025,6,2025-06-03
LONG,3383.405,3359.37,3431.47,0.04,2025-06-12 12:00:00+00:00,3431.47,tp,191.2599999999984,2025,6,2025-06-12
LONG,3386.985,3365.81,3429.34,0.05,2025-06-23 11:00:00+00:00,3365.81,sl,-106.87500000000092,2025,6,2025-06-23
LONG,3395.405,3381.89,3422.43,0.07,2025-07-21 12:00:00+00:00,3422.43,tp,188.17499999999748,2025,7,2025-07-22
LONG,3370.759,3353.63,3405.01,0.06,2025-08-04 12:00:00+00:00,3353.63,sl,-103.77399999999943,2025,8,2025-08-05
LONG,3389.398,3370.4,3427.4,0.05,2025-08-05 11:00:00+00:00,3370.4,sl,-95.99000000000024,2025,8,2025-08-06
LONG,3373.855,3362.49,3396.58,0.09,2025-08-25 11:00:00+00:00,3362.49,sl,-103.28500000000213,2025,8,2025-08-25
LONG,3386.348,3371.41,3416.23,0.07,2025-08-26 11:00:00+00:00,3416.23,tp,208.17400000000046,2025,8,2025-08-28
LONG,3416.345,3401.24,3446.56,0.07,2025-08-29 08:00:00+00:00,3446.56,tp,210.50500000000102,2025,8,2025-08-29
LONG,3830.215,3807.19,3876.26,0.04,2025-09-29 11:00:00+00:00,3807.19,sl,-93.10000000000036,2025,9,2025-09-30
LONG,4105.415,4072.44,4171.37,0.03,2025-10-13 12:00:00+00:00,4171.37,tp,196.86499999999978,2025,10,2025-10-14
LONG,4273.355,4243.37,4333.32,0.03,2025-12-11 11:00:00+00:00,4333.32,tp,178.89500000000044,2025,12,2025-12-12
LONG,4438.275,4416.27,4482.29,0.05,2025-12-22 12:00:00+00:00,4482.29,tp,219.07500000000167,2025,12,2025-12-22
LONG,4443.325,4406.78,4516.42,0.03,2026-01-05 12:00:00+00:00,4516.42,tp,218.28500000000076,2026,1,2026-01-09
LONG,4484.205,4453.13,4546.35,0.03,2026-01-09 12:00:00+00:00,4546.35,tp,185.4350000000013,2026,1,2026-01-12
LONG,4611.145,4579.23,4674.97,0.03,2026-01-13 08:00:00+00:00,4579.23,sl,-96.7450000000026,2026,1,2026-01-13
LONG,5046.125,4970.54,5197.29,0.01,2026-02-09 12:00:00+00:00,4970.54,sl,-76.58500000000004,2026,2,2026-02-12
LONG,5007.605,4943.14,5136.53,0.02,2026-02-13 11:00:00+00:00,4943.14,sl,-129.92999999999847,2026,2,2026-02-16
LONG,5204.885,5149.35,5315.95,0.02,2026-03-10 08:00:00+00:00,5149.35,sl,-112.06999999999971,2026,3,2026-03-11
