dir,entry,sl,tp,lot,open_ts,session,exit,reason,pnl,year,month,date
LONG,1991.272,1982.28,2009.26,0.11,2022-04-18 07:30:00+00:00,London,1982.28,sl,-99.91199999999958,2022,4,2022-04-18
SHORT,1896.323,1908.64,1871.69,0.08,2022-04-27 08:45:00+00:00,London,1908.64,sl,-99.53600000000006,2022,4,2022-04-29
SHORT,1879.345,1889.21,1859.62,0.1,2022-05-02 07:00:00+00:00,London,1859.62,tp,196.25000000000136,2022,5,2022-05-02
SHORT,1868.075,1877.46,1849.3,0.11,2022-05-04 08:00:00+00:00,London,1877.46,sl,-104.2349999999999,2022,5,2022-05-04
SHORT,1858.972,1870.57,1835.78,0.09,2022-05-10 08:15:00+00:00,London,1835.78,tp,207.72800000000007,2022,5,2022-05-10
SHORT,1848.008,1858.53,1826.96,0.1,2022-05-12 06:30:00+00:00,London,1826.96,tp,209.48000000000005,2022,5,2022-05-12
LONG,1857.738,1849.4,1874.42,0.12,2022-05-24 06:45:00+00:00,London,1849.4,sl,-101.05599999999959,2022,5,2022-05-25
LONG,1858.648,1851.26,1873.42,0.14,2022-05-27 07:00:00+00:00,London,1851.26,sl,-104.43199999999888,2022,5,2022-05-27
LONG,1866.023,1859.27,1879.54,0.15,2022-06-03 06:45:00+00:00,London,1859.27,sl,-102.29499999999894,2022,6,2022-06-03
SHORT,1823.593,1836.16,1798.46,0.08,2022-06-14 07:00:00+00:00,London,1836.16,sl,-101.53600000000007,2022,6,2022-06-15
SHORT,1713.508,1724.23,1692.06,0.09,2022-07-14 07:45:00+00:00,London,1692.06,tp,192.03200000000083,2022,7,2022-07-20
LONG,1747.955,1737.31,1769.24,0.09,2022-07-28 08:30:00+00:00,London,1769.24,tp,190.56500000000074,2022,8,2022-08-01
LONG,1776.824,1768.65,1793.17,0.12,2022-08-02 07:00:00+00:00,London,1768.65,sl,-99.08799999999974,2022,8,2022-08-02
LONG,1781.774,1773.61,1798.1,0.12,2022-08-08 08:45:00+00:00,London,1798.1,tp,194.91200000000026,2022,8,2022-08-09
LONG,1792.274,1786.22,1804.39,0.17,2022-08-10 07:45:00+00:00,London,1804.39,tp,204.97200000000365,2022,8,2022-08-10
LONG,1788.574,1780.68,1804.36,0.13,2022-08-12 08:00:00+00:00,London,1780.68,sl,-103.62200000000009,2022,8,2022-08-15
SHORT,1767.578,1775.65,1751.44,0.12,2022-08-18 08:30:00+00:00,London,1751.44,tp,192.65599999999904,2022,8,2022-08-19
SHORT,1733.754,1741.55,1718.17,0.13,2022-08-30 06:00:00+00:00,London,1718.17,tp,201.59199999999785,2022,8,2022-08-31
SHORT,1712.394,1719.88,1697.42,0.13,2022-09-06 08:15:00+00:00,London,1697.42,tp,193.66199999999913,2022,9,2022-09-06
