dir,entry,sl,tp,lot,open_ts,session,exit,reason,pnl,year,month,date
SHORT,1560.37,1569.74,1532.26,0.11,2012-05-31 07:00:00+00:00,London,1569.74,sl,-104.0700000000013,2012,5,2012-05-31
SHORT,1574.67,1583.73,1547.49,0.11,2012-07-18 11:00:00+00:00,NY,1583.73,sl,-100.6599999999994,2012,7,2012-07-19
SHORT,1578.71,1587.85,1551.3,0.11,2012-07-19 13:00:00+00:00,NY,1587.85,sl,-101.53999999999861,2012,7,2012-07-25
LONG,1621.8,1614.81,1642.77,0.14,2012-07-30 13:00:00+00:00,NY,1614.81,sl,-98.86000000000014,2012,7,2012-07-31
LONG,1612.63,1606.69,1630.45,0.17,2012-08-08 14:00:00+00:00,NY,1606.69,sl,-101.98000000000094,2012,8,2012-08-10
LONG,1612.98,1605.88,1634.29,0.14,2012-08-10 08:00:00+00:00,London,1605.88,sl,-100.39999999999873,2012,8,2012-08-14
LONG,1618.31,1612.4,1636.05,0.17,2012-08-17 08:00:00+00:00,London,1612.4,sl,-101.46999999999753,2012,8,2012-08-17
LONG,1616.11,1610.47,1633.04,0.18,2012-08-17 13:00:00+00:00,NY,1610.47,sl,-102.51999999999771,2012,8,2012-08-20
LONG,1667.11,1660.77,1686.14,0.16,2012-08-28 14:00:00+00:00,NY,1660.77,sl,-102.43999999999869,2012,8,2012-08-29
LONG,1689.42,1682.19,1711.11,0.14,2012-09-03 08:00:00+00:00,London,1711.11,tp,302.6599999999976,2012,9,2012-09-06
LONG,1776.74,1769.0,1799.96,0.13,2012-09-21 12:00:00+00:00,NY,1769.0,sl,-101.62000000000013,2012,9,2012-09-24
LONG,1784.74,1775.91,1811.24,0.11,2012-10-01 08:00:00+00:00,London,1775.91,sl,-98.1299999999992,2012,10,2012-10-01
LONG,1778.99,1771.33,1801.98,0.13,2012-10-02 11:00:00+00:00,NY,1771.33,sl,-100.58000000000106,2012,10,2012-10-02
LONG,1778.42,1772.33,1796.7,0.16,2012-10-03 15:00:00+00:00,NY,1772.33,sl,-98.44000000000234,2012,10,2012-10-08
SHORT,1716.39,1722.85,1697.0,0.15,2012-12-03 08:00:00+00:00,London,1697.0,tp,289.8500000000015,2012,12,2012-12-04
SHORT,1696.7,1704.66,1672.82,0.13,2012-12-13 12:00:00+00:00,NY,1672.82,tp,309.4400000000014,2012,12,2012-12-18
SHORT,1668.53,1676.9,1643.43,0.12,2012-12-19 12:00:00+00:00,NY,1643.43,tp,300.1999999999989,2012,12,2012-12-20
SHORT,1643.85,1656.01,1607.37,0.08,2013-01-04 11:00:00+00:00,NY,1656.01,sl,-98.28000000000065,2013,1,2013-01-04
SHORT,1646.07,1656.0,1616.27,0.1,2013-01-07 08:00:00+00:00,London,1656.0,sl,-100.30000000000064,2013,1,2013-01-08
SHORT,1575.81,1585.25,1547.5,0.11,2013-03-01 11:00:00+00:00,NY,1585.25,sl,-104.8400000000006,2013,3,2013-03-05
SHORT,1561.33,1569.35,1537.26,0.12,2013-04-11 15:00:00+00:00,NY,1537.26,tp,287.83999999999924,2013,4,2013-04-12
SHORT,1379.01,1411.54,1281.42,0.03,2013-04-16 12:00:00+00:00,NY,1411.54,sl,-98.5899999999999,2013,4,2013-04-19
SHORT,1433.76,1444.18,1402.49,0.1,2013-05-13 14:00:00+00:00,NY,1444.18,sl,-105.20000000000074,2013,5,2013-05-13
SHORT,1430.46,1441.99,1395.88,0.09,2013-05-14 11:00:00+00:00,NY,1395.88,tp,310.21999999999935,2013,5,2013-05-15
SHORT,1379.05,1390.87,1343.59,0.08,2013-05-17 06:00:00+00:00,London,1343.59,tp,282.6800000000003,2013,5,2013-05-20
SHORT,1381.1,1390.42,1353.14,0.11,2013-06-10 08:00:00+00:00,London,1390.42,sl,-103.52000000000182,2013,6,2013-06-12
SHORT,1358.83,1368.11,1330.99,0.11,2013-06-19 14:00:00+00:00,NY,1330.99,tp,305.2399999999991,2013,6,2013-06-20
SHORT,1283.08,1294.26,1249.55,0.09,2013-06-25 08:00:00+00:00,London,1249.55,tp,300.76999999999975,2013,6,2013-06-25
SHORT,1294.78,1304.42,1265.87,0.1,2013-08-06 06:00:00+00:00,London,1304.42,sl,-97.400000000001,2013,8,2013-08-08
LONG,1396.16,1387.5,1422.15,0.12,2013-08-26 08:00:00+00:00,London,1422.15,tp,310.8800000000001,2013,8,2013-08-27
SHORT,1314.81,1325.94,1281.41,0.09,2013-09-17 08:00:00+00:00,London,1325.94,sl,-101.17000000000098,2013,9,2013-09-18
SHORT,1322.49,1334.57,1286.26,0.08,2013-09-23 07:00:00+00:00,London,1334.57,sl,-97.63999999999942,2013,9,2013-09-25
SHORT,1330.52,1339.11,1304.76,0.12,2013-10-01 06:00:00+00:00,London,1304.76,tp,308.1199999999999,2013,10,2013-10-01
SHORT,1305.93,1315.41,1277.48,0.11,2013-10-09 15:00:00+00:00,NY,1277.48,tp,311.9500000000005,2013,10,2013-10-11
SHORT,1315.05,1321.45,1295.84,0.16,2013-11-04 13:00:00+00:00,NY,1321.45,sl,-103.40000000000147,2013,11,2013-11-06
SHORT,1303.43,1312.78,1275.38,0.11,2013-11-07 08:00:00+00:00,London,1312.78,sl,-103.849999999999,2013,11,2013-11-07
SHORT,1272.01,1279.37,1249.93,0.14,2013-11-13 12:00:00+00:00,NY,1279.37,sl,-104.0399999999986,2013,11,2013-11-13
SHORT,1274.14,1279.61,1257.74,0.18,2013-11-19 15:00:00+00:00,NY,1257.74,tp,294.20000000000164,2013,11,2013-11-20
